user_id,date,description,merchant,category,amount,is_injected_anomaly
synthetic-user-2,2025-05-05,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,608.87,0
synthetic-user-2,2025-05-06,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,823.14,0
synthetic-user-2,2025-05-06,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,16958.48,0
synthetic-user-2,2025-05-06,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,1735.33,0
synthetic-user-2,2025-05-09,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,536.13,0
synthetic-user-2,2025-05-09,UBER,UBER,Transportation,213.19,0
synthetic-user-2,2025-05-11,BIGBASKET,BIGBASKET,Groceries,1203.89,0
synthetic-user-2,2025-05-12,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,509.83,0
synthetic-user-2,2025-05-14,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,977.42,0
synthetic-user-2,2025-05-16,STARBUCKS,STARBUCKS,Food,231.59,0
synthetic-user-2,2025-05-17,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,645.85,0
synthetic-user-2,2025-05-19,DMART,DMART,Groceries,2014.55,0
synthetic-user-2,2025-05-20,DMART,DMART,Groceries,2168.2,0
synthetic-user-2,2025-05-20,SALARY CREDIT,SALARY CREDIT,Salary,52762.47,0
synthetic-user-2,2025-05-23,MYNTRA,MYNTRA,Shopping,1565.08,0
synthetic-user-2,2025-05-25,STARBUCKS,STARBUCKS,Food,198.03,0
synthetic-user-2,2025-05-27,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,675.69,0
synthetic-user-2,2025-05-27,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,17098.23,0
synthetic-user-2,2025-05-29,STARBUCKS,STARBUCKS,Food,258.42,0
synthetic-user-2,2025-06-01,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,556.08,0
synthetic-user-2,2025-06-01,OLA CABS,OLA CABS,Transportation,167.45,0
synthetic-user-2,2025-06-03,ZERODHA,ZERODHA,Investment,5156.38,0
synthetic-user-2,2025-06-03,MYNTRA,MYNTRA,Shopping,1565.31,0
synthetic-user-2,2025-06-03,UBER,UBER,Transportation,245.63,0
synthetic-user-2,2025-06-06,UBER,UBER,Transportation,211.45,0
synthetic-user-2,2025-06-08,FLIPKART,FLIPKART,Shopping,803.24,0
synthetic-user-2,2025-06-08,MYNTRA,MYNTRA,Shopping,1752.35,0
synthetic-user-2,2025-06-08,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,425.99,0
synthetic-user-2,2025-06-09,DMART,DMART,Groceries,1779.12,0
synthetic-user-2,2025-06-11,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,696.3,0
synthetic-user-2,2025-06-11,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,701.25,0
synthetic-user-2,2025-06-13,ZERODHA,ZERODHA,Investment,5930.32,0
synthetic-user-2,2025-06-15,UNKNOWN ELECTRONICS STORE,UNKNOWN ELECTRONICS STORE,Shopping,30377.96,1
synthetic-user-2,2025-06-18,DMART,DMART,Groceries,2247.65,0
synthetic-user-2,2025-06-19,BIGBASKET,BIGBASKET,Groceries,1220.02,0
synthetic-user-2,2025-06-19,DMART,DMART,Groceries,1981.95,0
synthetic-user-2,2025-06-22,UBER,UBER,Transportation,225.2,0
synthetic-user-2,2025-06-23,ZOMATO,ZOMATO,Food,310.13,0
synthetic-user-2,2025-06-26,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1202.26,0
synthetic-user-2,2025-06-29,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,960.87,0
synthetic-user-2,2025-07-01,SALARY CREDIT,SALARY CREDIT,Salary,70273.13,0
synthetic-user-2,2025-07-04,FLIPKART,FLIPKART,Shopping,944.1,0
synthetic-user-2,2025-07-07,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2794.47,0
synthetic-user-2,2025-07-08,ZOMATO,ZOMATO,Food,376.74,0
synthetic-user-2,2025-07-11,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,547.47,0
synthetic-user-2,2025-07-11,UBER,UBER,Transportation,181.02,0
synthetic-user-2,2025-07-13,ZERODHA,ZERODHA,Investment,5483.65,0
synthetic-user-2,2025-07-14,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,732.45,0
synthetic-user-2,2025-07-14,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,533.11,0
synthetic-user-2,2025-07-14,SWIGGY,SWIGGY,Food,349.51,0
synthetic-user-2,2025-07-16,MYNTRA,MYNTRA,Shopping,1531.47,0
synthetic-user-2,2025-07-18,SALARY CREDIT,SALARY CREDIT,Salary,59873.1,0
synthetic-user-2,2025-07-19,SALARY CREDIT,SALARY CREDIT,Salary,64051.21,0
synthetic-user-2,2025-07-19,UNKNOWN ELECTRONICS STORE,UNKNOWN ELECTRONICS STORE,Shopping,39696.19,1
synthetic-user-2,2025-07-22,FLIPKART,FLIPKART,Shopping,1004.88,0
synthetic-user-2,2025-07-23,ZOMATO,ZOMATO,Food,406.22,0
synthetic-user-2,2025-07-26,SALARY CREDIT,SALARY CREDIT,Salary,78880.51,0
synthetic-user-2,2025-07-26,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,975.56,0
synthetic-user-2,2025-07-26,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,877.95,0
synthetic-user-2,2025-07-29,STARBUCKS,STARBUCKS,Food,214.92,0
synthetic-user-2,2025-07-29,SALARY CREDIT,SALARY CREDIT,Salary,63644.28,0
synthetic-user-3,2025-01-05,AMAZON,AMAZON,Shopping,1197.15,0
synthetic-user-3,2025-01-05,BIGBASKET,BIGBASKET,Groceries,1288.54,0
synthetic-user-3,2025-01-07,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,477.99,0
synthetic-user-3,2025-01-08,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,13824.37,0
synthetic-user-3,2025-01-11,DMART,DMART,Groceries,2478.82,0
synthetic-user-3,2025-01-14,UNKNOWN ELECTRONICS STORE,UNKNOWN ELECTRONICS STORE,Shopping,54860.57,1
synthetic-user-3,2025-01-16,ZERODHA,ZERODHA,Investment,5501.14,0
synthetic-user-3,2025-01-19,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,431.82,0
synthetic-user-3,2025-01-20,ZOMATO,ZOMATO,Food,402.73,0
synthetic-user-3,2025-01-22,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,558.22,0
synthetic-user-3,2025-01-25,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,634.04,0
synthetic-user-3,2025-01-27,SALARY CREDIT,SALARY CREDIT,Salary,61678.49,0
synthetic-user-3,2025-01-29,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,1904.91,0
synthetic-user-3,2025-01-29,UBER,UBER,Transportation,174.66,0
synthetic-user-3,2025-01-29,FLIPKART,FLIPKART,Shopping,962.78,0
synthetic-user-3,2025-01-31,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2378.8,0
synthetic-user-3,2025-02-03,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,740.33,0
synthetic-user-3,2025-02-06,ZOMATO,ZOMATO,Food,476.15,0
synthetic-user-3,2025-02-08,UBER,UBER,Transportation,219.41,0
synthetic-user-3,2025-02-08,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,15819.48,0
synthetic-user-3,2025-02-10,ZOMATO,ZOMATO,Food,404.86,0
synthetic-user-3,2025-02-11,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,534.39,0
synthetic-user-3,2025-02-12,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,708.83,0
synthetic-user-3,2025-02-14,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1033.32,0
synthetic-user-3,2025-02-15,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,593.94,0
synthetic-user-3,2025-02-15,AMAZON,AMAZON,Shopping,1164.37,0
synthetic-user-3,2025-02-17,SALARY CREDIT,SALARY CREDIT,Salary,58504.2,0
synthetic-user-3,2025-02-18,STARBUCKS,STARBUCKS,Food,173.37,0
synthetic-user-3,2025-02-21,MYNTRA,MYNTRA,Shopping,1642.89,0
synthetic-user-3,2025-02-23,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,312.75,0
synthetic-user-3,2025-02-24,UBER,UBER,Transportation,183.45,0
synthetic-user-3,2025-02-26,BIGBASKET,BIGBASKET,Groceries,1897.03,0
synthetic-user-3,2025-02-27,SWIGGY,SWIGGY,Food,341.32,0
synthetic-user-3,2025-03-01,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,376.88,0
synthetic-user-3,2025-03-02,STARBUCKS,STARBUCKS,Food,271.77,0
synthetic-user-3,2025-03-02,SALARY CREDIT,SALARY CREDIT,Salary,48521.83,0
synthetic-user-3,2025-03-02,MYNTRA,MYNTRA,Shopping,1438.07,0
synthetic-user-3,2025-03-02,ZERODHA,ZERODHA,Investment,4139.24,0
synthetic-user-3,2025-03-03,DMART,DMART,Groceries,2509.97,0
synthetic-user-3,2025-03-06,ZOMATO,ZOMATO,Food,435.48,0
synthetic-user-3,2025-03-08,MYNTRA,MYNTRA,Shopping,1262.91,0
synthetic-user-3,2025-03-09,ZERODHA,ZERODHA,Investment,6145.77,0
synthetic-user-3,2025-03-11,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,369.94,0
synthetic-user-3,2025-03-13,FLIPKART,FLIPKART,Shopping,950.01,0
synthetic-user-3,2025-03-14,DMART,DMART,Groceries,1912.49,0
synthetic-user-3,2025-03-15,MYNTRA,MYNTRA,Shopping,1659.13,0
synthetic-user-3,2025-03-15,AMAZON,AMAZON,Shopping,1006.28,0
synthetic-user-3,2025-03-16,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2139.68,0
synthetic-user-3,2025-03-18,FLIPKART,FLIPKART,Shopping,974.86,0
synthetic-user-3,2025-03-21,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,588.73,0
synthetic-user-3,2025-03-21,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2322.8,0
synthetic-user-3,2025-03-24,MYNTRA,MYNTRA,Shopping,1347.33,0
synthetic-user-3,2025-03-26,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,596.65,0
synthetic-user-3,2025-03-29,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,603.08,0
synthetic-user-3,2025-03-30,AMAZON,AMAZON,Shopping,1191.98,0
synthetic-user-3,2025-04-02,BIGBASKET,BIGBASKET,Groceries,2015.37,0
synthetic-user-3,2025-04-05,UBER,UBER,Transportation,222.62,0
synthetic-user-3,2025-04-07,MYNTRA,MYNTRA,Shopping,1548.93,0
synthetic-user-3,2025-04-10,FLIPKART,FLIPKART,Shopping,1082.14,0
synthetic-user-3,2025-04-13,ZERODHA,ZERODHA,Investment,43716.92,1
synthetic-user-3,2025-04-14,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,724.46,0
synthetic-user-3,2025-04-17,SWIGGY,SWIGGY,Food,362.85,0
synthetic-user-3,2025-04-17,AMAZON,AMAZON,Shopping,1156.92,0
synthetic-user-3,2025-04-19,ZOMATO,ZOMATO,Food,299.08,0
synthetic-user-3,2025-04-20,FLIPKART,FLIPKART,Shopping,1159.07,0
synthetic-user-3,2025-04-22,BIGBASKET,BIGBASKET,Groceries,1618.81,0
synthetic-user-3,2025-04-23,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,414.24,0
synthetic-user-3,2025-04-25,OLA CABS,OLA CABS,Transportation,236.79,0
synthetic-user-3,2025-04-28,ZOMATO,ZOMATO,Food,492.06,0
synthetic-user-3,2025-05-01,DMART,DMART,Groceries,2114.84,0
synthetic-user-3,2025-05-02,MYNTRA,MYNTRA,Shopping,1859.23,0
synthetic-user-3,2025-05-04,ZERODHA,ZERODHA,Investment,6954.09,0
synthetic-user-3,2025-05-07,FLIPKART,FLIPKART,Shopping,972.86,0
synthetic-user-3,2025-05-09,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2209.5,0
synthetic-user-3,2025-05-11,SWIGGY,SWIGGY,Food,316.17,0
synthetic-user-3,2025-05-12,SALARY CREDIT,SALARY CREDIT,Salary,60618.8,0
synthetic-user-3,2025-05-13,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,680.33,0
synthetic-user-3,2025-05-13,BIGBASKET,BIGBASKET,Groceries,1772.24,0
synthetic-user-3,2025-05-14,UNKNOWN ELECTRONICS STORE,UNKNOWN ELECTRONICS STORE,Shopping,33583.2,1
synthetic-user-3,2025-05-15,SALARY CREDIT,SALARY CREDIT,Salary,76093.98,0
synthetic-user-3,2025-05-15,ZERODHA,ZERODHA,Investment,4122.89,0
synthetic-user-3,2025-05-16,SALARY CREDIT,SALARY CREDIT,Salary,56647.36,0
synthetic-user-3,2025-05-17,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,440.66,0
synthetic-user-3,2025-05-19,AMAZON,AMAZON,Shopping,1109.4,0
synthetic-user-3,2025-05-20,FLIPKART,FLIPKART,Shopping,937.48,0
synthetic-user-3,2025-05-21,FLIPKART,FLIPKART,Shopping,1031.09,0
synthetic-user-3,2025-05-24,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,498.25,0
synthetic-user-3,2025-05-26,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,312.47,0
synthetic-user-3,2025-05-28,DMART,DMART,Groceries,2576.2,0
synthetic-user-3,2025-05-30,STARBUCKS,STARBUCKS,Food,226.93,0
synthetic-user-3,2025-06-01,OLA CABS,OLA CABS,Transportation,203.99,0
synthetic-user-3,2025-06-02,AMAZON,AMAZON,Shopping,1453.6,0
synthetic-user-3,2025-06-03,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,905.42,0
synthetic-user-3,2025-06-04,ZERODHA,ZERODHA,Investment,5083.15,0
synthetic-user-3,2025-06-04,SALARY CREDIT,SALARY CREDIT,Salary,72016.07,0
synthetic-user-3,2025-06-04,DMART,DMART,Groceries,2379.1,0
synthetic-user-3,2025-06-05,SALARY CREDIT,SALARY CREDIT,Salary,65401.26,0
synthetic-user-3,2025-06-08,FLIPKART,FLIPKART,Shopping,906.54,0
synthetic-user-3,2025-06-08,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1194.89,0
synthetic-user-3,2025-06-08,UBER,UBER,Transportation,150.25,0
synthetic-user-3,2025-06-08,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,683.52,0
synthetic-user-3,2025-06-11,FLIPKART,FLIPKART,Shopping,1014.63,0
synthetic-user-3,2025-06-11,MYNTRA,MYNTRA,Shopping,1478.53,0
synthetic-user-3,2025-06-13,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,310.04,0
synthetic-user-3,2025-06-14,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,14281.56,0
synthetic-user-3,2025-06-16,BIGBASKET,BIGBASKET,Groceries,1322.94,0
synthetic-user-3,2025-06-18,SWIGGY,SWIGGY,Food,424.39,0
synthetic-user-3,2025-06-20,OLA CABS,OLA CABS,Transportation,203.99,0
synthetic-user-3,2025-06-23,ZERODHA,ZERODHA,Investment,6318.04,0
synthetic-user-3,2025-06-25,BIGBASKET,BIGBASKET,Groceries,1549.35,0
synthetic-user-3,2025-06-27,SWIGGY,SWIGGY,Food,376.51,0
synthetic-user-3,2025-06-29,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,15131.8,0
synthetic-user-3,2025-07-01,SWIGGY,SWIGGY,Food,219.74,0
synthetic-user-3,2025-07-03,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1069.59,0
synthetic-user-3,2025-07-05,ZERODHA,ZERODHA,Investment,5143.15,0
synthetic-user-3,2025-07-07,FLIPKART,FLIPKART,Shopping,928.66,0
synthetic-user-3,2025-07-08,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,16175.39,0
synthetic-user-3,2025-07-10,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,546.97,0
synthetic-user-3,2025-07-11,STARBUCKS,STARBUCKS,Food,217.13,0
synthetic-user-3,2025-07-14,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,759.66,0
synthetic-user-4,2025-01-03,DMART,DMART,Groceries,2182.21,0
synthetic-user-4,2025-01-04,ZERODHA,ZERODHA,Investment,3942.13,0
synthetic-user-4,2025-01-07,ZERODHA,ZERODHA,Investment,5404.75,0
synthetic-user-4,2025-01-10,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,16575.13,0
synthetic-user-4,2025-01-10,FLIPKART,FLIPKART,Shopping,1114.6,0
synthetic-user-4,2025-01-10,SWIGGY,SWIGGY,Food,348.18,0
synthetic-user-4,2025-01-10,STARBUCKS,STARBUCKS,Food,200.74,0
synthetic-user-4,2025-01-10,STARBUCKS,STARBUCKS,Food,292.23,0
synthetic-user-4,2025-01-12,DMART,DMART,Groceries,1970.5,0
synthetic-user-4,2025-01-15,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,408.87,0
synthetic-user-4,2025-01-18,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,497.87,0
synthetic-user-4,2025-01-19,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,873.86,0
synthetic-user-4,2025-01-22,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1319.8,0
synthetic-user-4,2025-01-22,FLIPKART,FLIPKART,Shopping,767.39,0
synthetic-user-4,2025-01-25,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1055.07,0
synthetic-user-4,2025-01-26,DMART,DMART,Groceries,1886.67,0
synthetic-user-4,2025-01-26,SWIGGY,SWIGGY,Food,2605.4,1
synthetic-user-4,2025-01-26,ZOMATO,ZOMATO,Food,539.42,0
synthetic-user-4,2025-01-29,ZOMATO,ZOMATO,Food,400.6,0
synthetic-user-4,2025-02-01,OLA CABS,OLA CABS,Transportation,188.12,0
synthetic-user-4,2025-02-01,FLIPKART,FLIPKART,Shopping,1033.2,0
synthetic-user-4,2025-02-03,MYNTRA,MYNTRA,Shopping,1998.79,0
synthetic-user-4,2025-02-04,DMART,DMART,Groceries,2362.65,0
synthetic-user-4,2025-02-07,ZOMATO,ZOMATO,Food,393.46,0
synthetic-user-4,2025-02-08,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2103.97,0
synthetic-user-4,2025-02-10,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,589.43,0
synthetic-user-4,2025-02-12,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2389.8,0
synthetic-user-4,2025-02-15,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1117.53,0
synthetic-user-4,2025-02-17,DMART,DMART,Groceries,2228.55,0
synthetic-user-4,2025-02-20,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,309.32,0
synthetic-user-4,2025-02-21,AMAZON,AMAZON,Shopping,1275.04,0
synthetic-user-4,2025-02-24,STARBUCKS,STARBUCKS,Food,301.79,0
synthetic-user-4,2025-02-25,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,542.65,0
synthetic-user-4,2025-02-25,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,368.61,0
synthetic-user-4,2025-02-26,MYNTRA,MYNTRA,Shopping,1338.42,0
synthetic-user-4,2025-02-27,BIGBASKET,BIGBASKET,Groceries,1965.37,0
synthetic-user-4,2025-03-02,OLA CABS,OLA CABS,Transportation,164.1,0
synthetic-user-4,2025-03-04,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,639.19,0
synthetic-user-4,2025-03-07,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,616.01,0
synthetic-user-4,2025-03-10,SALARY CREDIT,SALARY CREDIT,Salary,73592.41,0
synthetic-user-4,2025-03-12,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,637.53,0
synthetic-user-4,2025-03-13,SWIGGY,SWIGGY,Food,364.82,0
synthetic-user-4,2025-03-15,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2138.9,0
synthetic-user-4,2025-03-16,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1095.17,0
synthetic-user-4,2025-03-19,MYNTRA,MYNTRA,Shopping,1480.78,0
synthetic-user-4,2025-03-22,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,829.56,0
synthetic-user-4,2025-03-23,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,299.84,0
synthetic-user-4,2025-03-23,STARBUCKS,STARBUCKS,Food,256.14,0
synthetic-user-4,2025-03-23,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2502.53,0
synthetic-user-4,2025-03-23,SWIGGY,SWIGGY,Food,406.35,0
synthetic-user-4,2025-03-24,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,777.84,0
synthetic-user-4,2025-03-27,SWIGGY,SWIGGY,Food,377.74,0
synthetic-user-4,2025-03-27,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2604.06,0
synthetic-user-4,2025-03-29,FLIPKART,FLIPKART,Shopping,1013.7,0
synthetic-user-4,2025-03-29,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2450.17,0
synthetic-user-4,2025-03-29,ZERODHA,ZERODHA,Investment,3456.36,0
synthetic-user-4,2025-03-30,ZERODHA,ZERODHA,Investment,4989.34,0
synthetic-user-4,2025-04-02,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,683.05,0
synthetic-user-4,2025-04-05,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,913.06,0
synthetic-user-4,2025-04-05,ZOMATO,ZOMATO,Food,507.08,0
synthetic-user-4,2025-04-05,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,570.12,0
synthetic-user-4,2025-04-05,STARBUCKS,STARBUCKS,Food,245.86,0
synthetic-user-4,2025-04-08,MYNTRA,MYNTRA,Shopping,1092.99,0
synthetic-user-4,2025-04-08,ZOMATO,ZOMATO,Food,352.34,0
synthetic-user-4,2025-04-09,SALARY CREDIT,SALARY CREDIT,Salary,62073.53,0
synthetic-user-4,2025-04-11,ZOMATO,ZOMATO,Food,535.08,0
synthetic-user-4,2025-04-12,MYNTRA,MYNTRA,Shopping,1652.57,0
synthetic-user-4,2025-04-13,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,605.01,0
synthetic-user-4,2025-04-13,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,733.36,0
synthetic-user-4,2025-04-15,DMART,DMART,Groceries,1762.45,0
synthetic-user-4,2025-04-15,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,747.48,0
synthetic-user-4,2025-04-15,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,630.88,0
synthetic-user-4,2025-04-17,LUXURY WATCH BOUTIQUE,LUXURY WATCH BOUTIQUE,Shopping,37077.16,1
synthetic-user-4,2025-04-19,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,475.66,0
synthetic-user-4,2025-04-22,FLIPKART,FLIPKART,Shopping,1093.99,0
synthetic-user-4,2025-04-23,STARBUCKS,STARBUCKS,Food,245.87,0
synthetic-user-4,2025-04-24,MYNTRA,MYNTRA,Shopping,1718.6,0
synthetic-user-4,2025-04-26,SWIGGY,SWIGGY,Food,403.33,0
synthetic-user-4,2025-04-28,STARBUCKS,STARBUCKS,Food,235.73,0
synthetic-user-4,2025-04-29,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,384.93,0
synthetic-user-4,2025-04-29,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,426.69,0
synthetic-user-4,2025-04-29,MYNTRA,MYNTRA,Shopping,1523.23,0
synthetic-user-4,2025-05-02,STARBUCKS,STARBUCKS,Food,245.54,0
synthetic-user-4,2025-05-03,UBER,UBER,Transportation,192.77,0
synthetic-user-4,2025-05-05,SALARY CREDIT,SALARY CREDIT,Salary,59541.68,0
synthetic-user-4,2025-05-06,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2154.76,0
synthetic-user-4,2025-05-06,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1124.95,0
synthetic-user-4,2025-05-09,OLA CABS,OLA CABS,Transportation,165.94,0
synthetic-user-4,2025-05-09,MYNTRA,MYNTRA,Shopping,1531.77,0
synthetic-user-4,2025-05-12,MYNTRA,MYNTRA,Shopping,1277.85,0
synthetic-user-4,2025-05-13,OLA CABS,OLA CABS,Transportation,190.51,0
synthetic-user-4,2025-05-16,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,672.15,0
synthetic-user-4,2025-05-19,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,975.69,0
synthetic-user-4,2025-05-21,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,461.18,0
synthetic-user-4,2025-05-22,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,567.41,0
synthetic-user-4,2025-05-23,APOLLO PHARMACY,APOLLO PHARMACY,Healthcare,557.25,0
synthetic-user-4,2025-05-24,FLIPKART,FLIPKART,Shopping,1040.7,0
synthetic-user-4,2025-05-24,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2115.94,0
synthetic-user-4,2025-05-26,DMART,DMART,Groceries,1854.62,0
synthetic-user-4,2025-05-29,STARBUCKS,STARBUCKS,Food,201.95,0
synthetic-user-4,2025-06-01,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,2340.14,0
synthetic-user-4,2025-06-01,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,595.72,0
synthetic-user-4,2025-06-01,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,738.2,0
synthetic-user-4,2025-06-03,ZOMATO,ZOMATO,Food,320.37,0
synthetic-user-4,2025-06-06,MYNTRA,MYNTRA,Shopping,1374.72,0
synthetic-user-4,2025-06-09,BIGBASKET,BIGBASKET,Groceries,1485.24,0
synthetic-user-4,2025-06-10,AIRTEL POSTPAID,AIRTEL POSTPAID,Utilities,706.26,0
synthetic-user-4,2025-06-13,ZERODHA,ZERODHA,Investment,6526.84,0
synthetic-user-4,2025-06-16,ELECTRICITY BILL PAYMENT,ELECTRICITY BILL PAYMENT,Bills,3133.83,0
synthetic-user-4,2025-06-16,DMART,DMART,Groceries,1840.7,0
synthetic-user-4,2025-06-17,NETFLIX SUBSCRIPTION,NETFLIX SUBSCRIPTION,Subscription,721.74,0
synthetic-user-4,2025-06-20,HOUSE RENT NEFT,HOUSE RENT NEFT,Rent,14202.25,0
synthetic-user-4,2025-06-20,UNKNOWN ELECTRONICS STORE,UNKNOWN ELECTRONICS STORE,Shopping,45471.27,1
synthetic-user-4,2025-06-21,INDIAN OIL PETROL,INDIAN OIL PETROL,Transportation,1115.06,0
synthetic-user-4,2025-06-22,MYNTRA,MYNTRA,Shopping,972.12,0
synthetic-user-4,2025-06-23,UBER,UBER,Transportation,172.21,0
